Comment 
	Author 
	inhaltetaktik Niemand will einen dritten Weltkrieg. Aber die westlichen Regierungen haben diesen Konflikt geschürt, indem sie die vermeintlichen Revolution in der Ukraine ( die nichts weiter ist, als die vorherige Ausbeutergeneration ) finanziell unterstützt hat. Bis zu den Europawahlen soll die Angst der Menschen vor dem Russen schön hochgehalten werden. Dann befasst sich wenigstens niemand mit den EU-kritischen Parteien und die EU-Mitglieder im Osten werden auch ruhiggehalten, weil diese Ausbeuter-EU plötzlich wie der sichere Hafen wirkt. 
	

	Der Schenkung der Krim an die Ukraine 1954 war illegal>> Abgestimmt haben nicht die eigentlich zuständigen Obersten Sowjets in Kiew und Moskau, sondern lediglich deren Präsidien, weshalb die Beschlüsse eigentlich als  i l l e g a l  anzusehen seien. Obendrein hätte bei den Sitzungen bisweilen fast die Hälfte der Mitglieder gefehlt, "eine der wenigen Möglichkeiten, seine Opposition zu anstehenden Beschlüssen auszudrücken", schreibt Sasse. Nirgendwo sei die Wortmeldung eines Repräsentanten der Krim oder der dortigen Städte verzeichnet
	

	Klare Verhältnisse sorgen für Stabilität !!!Ein russisch-ukrainisches "Militärgemisch" auf der Krim kann unter westlichem Einfluss unmöglich funktionieren.
Daher ist die Beschlagnahme der ukrainischen Schiffe logisch und folgerichtig.
Russland vertritt seine berechtigten Interessen auf der Krim und die lokale Bevölkerung stimmt dem zu. Das sind klare Verhältnisse!Der Westen bindet sich mit der "Restukraine" einen gewaltigen Kostenfaktor ans Bein. Dieser belastet dann die EU als Vasall des amerikanischen Imperialismus. Obama sourct die Kosten aus ... Ob das dem Westen "etwas bringt" ist wirklich fragwürdig ....
	

	Die mit der NPD und anderen rechtsradikalen ( Jabok - Ungarn ) Parteien verbündete Svoboda wurde noch in 2013 von der Bundesregierung und dem EU Parlament als nationalistische Partei mit faschistischen Tendenzen eingestuft.     
	

	Ich habe keine Lust die Krimbewohner nun zu verurteilen, weil sie die Hälfte der Flotte die sie bezahlt haben behalten wollen. Zudem würde ich sie auch beschlagnahmen, bevor mich die Faschisten die meine Sprache verbieten wollen, mich damit beschießen.
	

	Keine Illusionen....Die russische Annexion der Krim ist vollzogen, die Ukraine kann die Krim abschreiben. Putin spielt Schach, und der Ukraine bleiben nicht mehr viele Züge.
	

	Entwicklung für alle sehr vorteilhaft Wenn der Russische Frühling sich weiter so dynamisch entwickelt, braucht die washingtontreue Rest-Ukraine wegen des Mangels an Küste ohnehin keine Flotte mehr.Angesichts des maroden Haushalts eine begrüssenswerte Entwicklung. Ausserdem wäre es zweckmässig, wenn die Stamm-Besatzungen auf den Schiffen verbleiben würden - zu einem Vielfachen des bisherigen Soldes, versteht sich.
Gab's vorletztes Wochenende nicht die Meldung, dass alle Schiffe der ukrainischen Flotte aus den Krim-Häfen ausgelaufen seien? Hm, vielleicht nur die übliche Desinformation des Kiewer Regimes...
	

	Die wahren BeweggründeFragt sich denn keiner, warum die EU vom anfänglichen diplomatischen Kurs um 180° auf den amerikanischen Provokationskurs umgeschwungen ist? Fragt sich denn keiner, wieso man Wohlstand und Demokratie mit Faschisten erreichen will? Übrigens, Demokratie gab es in der Ukraine bereits, man wollte nur die korrupten Seilschaften los warden
	

	Der gestürzte Präsident hat die neue Regierung als Bande von Faschisten bezeichnet.
Das ist gefährlich. Flotte und Nationalsozialismus?
	

	Es gibt keinen Krieg, der droht!Die USA benützen den Krieg zur Drohung. Diese Aggressionspolitik liegt nicht im Interesse Deutschlands.
	

	Dem Artikel stimme ich zu Eins sollte aber noch Erwähnung finden:Die Aggression ging vom Westen aus und man hat nicht davor zurückgeschreckt, rechtsradikale und extrem nationalistische Kräfte in der Ukraine dafür zu benutzen.Die stellen jetzt mehrere Minister, den Generalstaatsanwalt und auch in den Provinzen wurden sie an entscheidende Stellen gehievt.Wie will der Westen diesen riesigen Fehler korrigieren?
	

	Die Ukraine als Objekt der Ost-West-Konfrontation sehen.Genau das  haben EU und die USA mit ihrer beabsichtigten "Westanbindung" der Ukraine im Sinn gehabt. Der Westen konnte doch nicht im Ernst glauben, Putin werde EU und NATO mit einem freundlichen Handschlag an der eigenen Haustür begrüßen. Natürlich setzt sich der russische Zar jetzt mit wenig feinen Mitteln zur Wehr. Den Preis werden wohl die Ukrainer bezahlen müssen. Ehrlicherweise muss man aber zugeben, dass es nicht Putin war, der (in diesem Fall) die Konfrontation begonnen hat.
	

	die freie Wahl der Krim-Bewohnersich für einen Staat zu entscheiden, ist ja mal schon garnicht zu akzeptieren für die Brüssler Eurokraten!direkte Demokratie ist ja freiheits - und Demokratiefeindlich soviel haben wir ja bis jetzt gelernt... Kriegstreiberei von Leuten die sich Regierung nennen und in Kiew und Washington sitzten ist dagegen voll ok
	

	Normal ne?Es drohte ein Bürgerkrieg unter den Soldaten.Russland blieb keine andere Wahl als mit Konfettikanonen Frieden zu stiften.


	teenriot


	Die lügen alle......zeigen sie mir bitte irgendwen, der in dieser Krise nicht lügt!
	Anzugveraechter


	Wie die Geierstürzen sich die westlichen Medien auf jede antirussische Provokation.
Es scheint dem Westen eine Freude zu sein, wenn die Stabilität auf der Krim gestört wird. Antirussische Propaganda und Infokrieg in der Frontberichterstattung der westlichen Medien.Mich würde nicht wundern, wenn westliche Einflußagenten schon eingesickert sind und ihre Operationen ausführen.
	Franz Grund


	Einigung noch möglich!Ein sehr ausgewogener Kommentar von Herrn Greven, dem ich inhaltlich voll zustimme.Er unterscheidet sich wohltuend von den völlig einseitigen Berichten im Fernsehen, das zu einem Propagandamedium degeneriert ist.Wenn westliche Regierungen bei einer Volksabstimmung auf der Krim mit Sanktionen drohen, haben sie offensichtlich vergessen, wie sie selbst - z.B. im Fall Jugoslawien -  gehandelt haben. Da war immer von der Selbstbestimmung der Völker die Rede. Gerade Deutschland war eines der ersten Staaten, die z.B. Slovenien und Kroatien und am Ende sogar den Kosovo anerkannt haben. Die Krim dagegen war jahrhundertelang Teil Russlands und wurde durch eine fragwürdige Schenkung des Ukrainers Chruschtschow Teil der Ukraine. Es besteht daher eine deutlich größere Legitimation der dortigen Bevölkerung zur Selbstbestimmung als etwa im Kosovo.Aber ich hoffe, dass es trotz allem eine einvernehmliche Regelung zwischen allen Beteiligten geben wird. Das ist auch heute noch bei gutem Willen aller Beteiligten möglich.
	Kritiker40


	"Schnell noch eine Abstimmung auf der Krim"Nach den Destabilisierungsmaßnahmen in Kiew, die aus der westlichen Richtung "angeflogen" sind (so naiv, wie Sie sich da präsentieren möchten, sind Sie nicht- das konnten Sie nicht übersehen haben), ist jede Art Ironie in Bezug auf das Referendum auf der Krim nur eine  Boshaftigkeit. Lassen Sie die Menschen endlich in Ruhe - das wäre echt demokratisch. Was hat Deutschland mit den inneren Angelegenheiten der Ukraine zu tun, abgesehen von viel versprechenden Knebelkrediten der Zukunft? Stellen Sie sich eine Situation vor, die nur uns etwas angeht, die aber penetrant von den "Besserwissern" aus anderen Ländern kommentiert und moralisch ausgepeitscht wird. Für einen intelligenten Menschen wie Sie ist es etwas zu platt.
	EHR19


	die Ausrede / Propaganda mit den Neonazis,zieht jetzt wohl nicht mehr, die Aggression geht ganz klar von Russland aus, die Ukraine bekommt hoffentlich die nötige Unterstützung der EU um ein besseres System zu etablieren. Auch die Russen sollten sich mal überlegen, ob sie wirklich diesen Putin haben möchten, und all diese repressiven Gesetze, nun ich würde es nicht wollen, daher bin ich auch froh in Deutschland zu leben.
	Dark-S2


	Die ukrainischen Soldatenhaben doch keine Lust, ihr Leben für diese Putschregierung zu riskieren. Darum bleiben die ganz ruhig und machen einfach nichts.
	Franz Grund


	Propaganda ShowSolche Meldungen aus dem UkrainischenVerteidigungsministerium/Pressestelle gibs für 100 Dollar. Fakt ist doch, die Ukrainische Armee ist korrupt und in einem erbärmlichen Zustand. Diese Desinformationen sind teil der Kriegsführung.
	Hack_Schnitzel


	"Vor fünf Jahren hat Russland völkerrechtswidrig die ukrainische Krim annektiert."Hierzu eine etwas differenziertere Stellungnahme:"Hat Russland die Krim annektiert? Nein. Waren das Referendum auf der Krim und deren Abspaltung von der Ukraine völkerrechtswidrig? Nein. Waren sie also rechtens? Nein; sie verstießen gegen die ukrainische Verfassung (aber das ist keine Frage des Völkerrechts). Hätte aber Russland wegen dieser Verfassungswidrigkeit den Beitritt der Krim nicht ablehnen müssen? Nein; die ukrainische Verfassung bindet Russland nicht. War dessen Handeln also völkerrechtsgemäß? Nein; jedenfalls seine militärische Präsenz auf der Krim außerhalb seiner Pachtgebiete dort war völkerrechtswidrig. Folgt daraus nicht, dass die von dieser Militärpräsenz erst möglich gemachte Abspaltung der Krim null und nichtig war und somit deren nachfolgender Beitritt zu Russland doch nichts anderes als eine maskierte Annexion? Nein."




	Reverend Wicks Cherrycoke
	Das mit den Krimtataren stimmt auch nicht, zumindest wenn ich meinen Verwandten die auf der Krim leben und Krimtataren sind, glauben kann. Meine beiden Cousinen und ihre Ehemänner leben da, haben beim Referendum auch für Russland gestimmt, und schreiben mir dass es besser geworden ist als früher wo die Krim noch ukrainisch war. Also werden hier wieder Mal Falschnachrichten verbreitet. Ob bewusst oder nicht kann ich nicht beurteilen. Auf jeden Fall ungeprüft.
	Der Kasache
	Berichte über das reale Geschehen auf der Krim sind in den Medien so rar wie schwarze Perlen. Diese allgemeinen Feststellungen und Behauptungen zum Jahrestag helfen da nicht zu einer differenzierten Betrachtung.
	Koandra
	"Die Uno als zentrales Instrument des Völkerrechts hat die Annexion ja auch klar abgelehnt."Mir ist kein Beschluss der UNO bekannt die die Annexion abgelehnt hat.Wollen Sie damit sagen das es in der Vollversammlung eine Abstimmung gab dann müssen sie aber das Wort Annexion streichen. Es kam in dem Text und damit in der Abstimmung nicht vor. Die UN Vollversammlung hat damit die von ihnen Annexion genannte Abspaltung nicht als Annexion verurteilt.
	Stedemokrat
	Es sollten sich beide Seiten an internationales Recht halten.Da aber nicht zu sehen ist nicht mal ansatzweise das der Westen internationales Recht einhalten will, kann man die Position Russland und andere so sehen wenn der BigBoss es nicht will wollen wir es auch nicht.Das Problem ist also beim zeigen auf Russland das drei Finger dabei auf einen selbst zeigen und dies nicht zu unrecht.Erst wenn der Westen wieder internationales Recht anerkennt und einhält, werden andere Länder folgen müssen. So aber können diese Länder ohne sich groß anzustrengen schnell dutzende Rechtsbrüche des Westen aufzählen.Es macht die Rechtsbrüche der anderen nicht besser aber wenn man selbst nicht das internationale recht einhält kann man schlecht gegen andere etwas sagen. Bei der Krim ist es im übrigen bisher nicht geklärt ob es eien Annexion oder Sezession ist. Man scheut als Westen wohl die Entscheidung weil hier auch durch eigenes Handeln ein ungewisser Ausgang deutlich abzusehen ist. Wenn man sich an die bisherige internationale Rechtsprechung hält dürfte für die Krim wohl eher die Sezession zutreffen.Stand ist daher bisher jeder darf Annexion oder Sezession sagen und hat laut etlichen westlichen Völkerrechtlern Recht.
	Stedemokrat
	Damit geben Sie Ihren Fehler indirekt zu, da Sie schon wild interpretieren müssen, um hier auf eine Annexion zu kommen. Fakt ist, dass im Text die Worte "Russland" und "Annexion" nicht vorkommen und das man die problemlos hätte einbauen können, da es keine Veto-Möglichkeit gab. Selbst die Beschreibung innerhalb der Resolution gibt den Tatbedtand einer Annexion nicht im Ansatz her.
	Fatty McDirty
	Welche Annektion?Das Referendum und die daraus resultierende Trennung der selbständig gewordenen Krim waren Verstoß gegen die ukrainische Verfassung.Die Aufnahme der unabhängigen Krim in die Russische Föderation ist keine Annektion. Ob das völkerrechtswidrig ist, ist eine andere Frage.
	Fremdhier
	###Russland bemüht sich darum, die Infrastruktur vor Ort zu verbessern, nachdem die Ukraine nach der Annexion die gesamte Energieversorgung in die Region abgeschnitten hat.###1. Russland hat in den letzten 5 Jahren für die Infrastruktur der Krim mehr getan, als die Ukraine nach ihrer Selbständigkeit seit 1991.
2. Die Maidan-Aktivisten sprengten Masten der Stromlinien zu der Krim im November 2015 und verursachten dadurch Blackout.
Die ukrainische Regierung verordnete die Sperrung des Nordkrim-Kanals und veranlasste Wassernot auf der Krim. Dadurch sollte die Bevölkerung leiden.
	Fremdhier
	Nach verschiedenen Einschätzungen des Referendums haben ca. 60% bei dem Referendum 2014 tatsächlich für den Anschluss gestimmt. Das entspricht etwa den 60% der Bevölkerung die sich als Russen verstehen. Die vorherige Loslösung von der Ukraine wurde zudem tatsächlich über das ukrainische Regionalparlament der Krim iniitiert (welches allerdings später militärisch durch Abspaltungsbefürworter besetzt wurde).
	rider on the storm
	Die "Sonderrolle" der Krimhalbinsel begann schon viel früher. Von 1921 bis 1945 gab es bereits die "Autonome Sozialistische Sowjetrepublik der Krim". Ab 1945 wurde der Autonomiestatus aufgehoben und die Krim wurde zu einer ordentlichen "Oblast", die 1954 an die Ukraine angegliedert wurde.
Bereits am 20.1.1991 wurde in einer Volksabstimmung die " Autonome Sozialistische Sowjetrepublik der Krim" wieder gutgeheissen. 1992 verkündete die Krim ihre volle Unabhängigkeit und ihre Umbennung in "Republik Krim".Bis 1994 dauerten die internationalen Verhandlungen und innerkrimschen Auseinadersetzungen um die Zugehörigkeit, in deren Verlauf die Krim als Autonome Republik der Ukraine "zugeschlagen" wurde. Selbst danach genossen die Prorussischen Kräfte auf der Krim immer deutlichen Rückhalt bei den Wahlen.Daraus ist ersichtlich, dass die Krimsche Bidung an die Ukraine alles andere als ein Selbstläufer war, sondern mehr mit mehr oder weniger sanftem internationalem Druck erreicht werden musste.Kein Wunder kam es auf der Krim zu Ablösungsbestrebungen von der Ukraine, als in der Ukraine ein erhebliches Machtvakuum herrschte.
	M.Kalt
	Natürlich, die Ukraine hat die Halbinsel uch von der Wasserversorgung abgeschnitten. Zugang zu sauberem Trinkwasser ist ein Menschenrecht. Insofern sind die Bemühungen der Russen sehr lobenswert.
	Chasca
	Nun die Bewohner der Krim feiern die Zugehörigkeit zu Russland, die NATO ärgert sich. Soweit so gut und nichts Neues. Im Übrigen sind es nicht "die" Krimtataren, die verfolgt werden, sondern eine Teil-Organisation der Krimtataren (Medschlis). Der Teil, der gegen die Zugehörigkeit zu Russland ist und das Referendum boykotiert hat. Die meisten Tartaren haben das Referendum aber unterstützt. Zudem waren die Medschlis beteiligt an Sabotageakten auf der Krim.
